"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"col4a6","COL4A6","ENSG00000197565","This gene encodes one of the six subunits of type IV collagen, the major structural component of basement membranes. Like the other members of the type IV collagen gene family, this gene is organized in a head-to-head conformation with another type IV collagen gene, alpha 5 type IV collagen, so that the gene pair shares a common promoter. Deletions in the alpha 5 gene that extend into the alpha 6 gene result in diffuse leiomyomatosis accompanying the X-linked Alport syndrome caused by the deletion in the alpha 5 gene. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Dec 2013]","                                            COL4A6 (Collagen Type IV Alpha 6 Chain) is a Protein Coding gene.                                            Diseases associated with COL4A6 include Deafness, X-Linked 6 and X-Linked Non-Syndromic Sensorineural Deafness Type Dfn.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include structural molecule activity and extracellular matrix structural constituent.                                            An important paralog of this gene is COL4A2.","Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
                         CO4A6_HUMAN,Q14031
                         ","Wed Sep 09 08:47:40 2020"
"col4a6","COL4A5","ENSG00000188153","This gene encodes one of the six subunits of type IV collagen, the major structural component of basement membranes. Mutations in this gene are associated with X-linked Alport syndrome, also known as hereditary nephritis. Like the other members of the type IV collagen gene family, this gene is organized in a head-to-head conformation with another type IV collagen gene so that each gene pair shares a common promoter. Alternatively spliced transcript variants have been identified for this gene. [provided by RefSeq, Aug 2010]","                                            COL4A5 (Collagen Type IV Alpha 5 Chain) is a Protein Coding gene.                                            Diseases associated with COL4A5 include Alport Syndrome 1, X-Linked and Alport Syndrome.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent.                                            An important paralog of this gene is COL4A1.","Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
                         CO4A5_HUMAN,P29400
                         ","Wed Sep 09 08:47:40 2020"
"col4a6","ATG4A","ENSG00000101844","Autophagy is the process by which endogenous proteins and damaged organelles are destroyed intracellularly. Autophagy is postulated to be essential for cell homeostasis and cell remodeling during differentiation, metamorphosis, non-apoptotic cell death, and aging. Reduced levels of autophagy have been described in some malignant tumors, and a role for autophagy in controlling the unregulated cell growth linked to cancer has been proposed. This gene encodes a member of the autophagin protein family. The encoded protein is also designated as a member of the C-54 family of cysteine proteases. [provided by RefSeq, Mar 2016]","                                            ATG4A (Autophagy Related 4A Cysteine Peptidase) is a Protein Coding gene.                                            Diseases associated with ATG4A include Anus Benign Neoplasm.                                            Among its related pathways are Macroautophagy and Nanoparticle triggered autophagic cell death.                                            Gene Ontology (GO) annotations related to this gene include cysteine-type endopeptidase activity and cysteine-type peptidase activity.                                            An important paralog of this gene is ATG4B.","Cysteine protease required for the cytoplasm to vacuole transport (Cvt) and autophagy. Cleaves the C-terminal amino acid of ATG8 family proteins to reveal a C-terminal glycine. Exposure of the glycine at the C-terminus is essential for ATG8 proteins conjugation to phosphatidylethanolamine (PE) and insertion to membranes, which is necessary for autophagy. Preferred substrate is GABARAPL2 followed by MAP1LC3A and GABARAP. Has also an activity of delipidating enzyme for the PE-conjugated forms.
                         ATG4A_HUMAN,Q8WYN0
                         ","Wed Sep 09 08:47:43 2020"
"col4a6","LNC-COL4A6-2","NA","                                            lnc-COL4A6-2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-COL4A6-2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Wed Sep 09 08:47:43 2020"
"col4a6","FH","ENSG00000091483","The protein encoded by this gene is an enzymatic component of the tricarboxylic acid (TCA) cycle, or Krebs cycle, and catalyzes the formation of L-malate from fumarate. It exists in both a cytosolic form and an N-terminal extended form, differing only in the translation start site used. The N-terminal extended form is targeted to the mitochondrion, where the removal of the extension generates the same form as in the cytoplasm. It is similar to some thermostable class II fumarases and functions as a homotetramer. Mutations in this gene can cause fumarase deficiency and lead to progressive encephalopathy. [provided by RefSeq, Jul 2008]","                                            FH (Fumarate Hydratase) is a Protein Coding gene.                                            Diseases associated with FH include Fumarase Deficiency and Hereditary Leiomyomatosis And Renal Cell Cancer.                                            Among its related pathways are Citrate cycle (TCA cycle) and ErbB signaling pathway.                                            Gene Ontology (GO) annotations related to this gene include lyase activity and fumarate hydratase activity.                                            An important paralog of this gene is ASL.","Catalyzes the reversible stereospecific interconversion of fumarate to L-malate (PubMed:30761759). Experiments in other species have demonstrated that specific isoforms of this protein act in defined pathways and favor one direction over the other (Probable).
                         FUMH_HUMAN,P07954
                         ","Wed Sep 09 08:47:44 2020"
"col4a6","MIRLET7C","NA","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIRLET7C (MicroRNA Let-7c) is an RNA Gene, and is affiliated with the miRNA class.                                            Diseases associated with MIRLET7C include Leiomyoma, Uterine and Burkitt Lymphoma.                                            Among its related pathways are MicroRNAs in cancer and Metastatic brain tumor.                                                                                        ","let-7 microRNA precursor
                        RF00027
                        ","Wed Sep 09 08:47:46 2020"
"col4a6","COL4A4","ENSG00000081052","This gene encodes one of the six subunits of type IV collagen, the major structural component of basement membranes. This particular collagen IV subunit, however, is only found in a subset of basement membranes. Like the other members of the type IV collagen gene family, this gene is organized in a head-to-head conformation with another type IV collagen gene so that each gene pair shares a common promoter. Mutations in this gene are associated with type II autosomal recessive Alport syndrome (hereditary glomerulonephropathy) and with familial benign hematuria (thin basement membrane disease). Two transcripts, differing only in their transcription start sites, have been identified for this gene and, as is common for collagen genes, multiple polyadenylation sites are found in the 3' UTR. [provided by RefSeq, Jul 2008]","                                            COL4A4 (Collagen Type IV Alpha 4 Chain) is a Protein Coding gene.                                            Diseases associated with COL4A4 include Hematuria, Benign Familial and Alport Syndrome 2, Autosomal Recessive.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent.                                            An important paralog of this gene is COL4A6.","Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
                         CO4A4_HUMAN,P53420
                         ","Wed Sep 09 08:47:47 2020"
"col4a6","COL4A3","ENSG00000169031","Type IV collagen, the major structural component of basement membranes, is a multimeric protein composed of 3 alpha subunits. These subunits are encoded by 6 different genes, alpha 1 through alpha 6, each of which can form a triple helix structure with 2 other subunits to form type IV collagen. This gene encodes alpha 3. In the Goodpasture syndrome, autoantibodies bind to the collagen molecules in the basement membranes of alveoli and glomeruli. The epitopes that elicit these autoantibodies are localized largely to the non-collagenous C-terminal domain of the protein. A specific kinase phosphorylates amino acids in this same C-terminal region and the expression of this kinase is upregulated during pathogenesis. This gene is also linked to an autosomal recessive form of Alport syndrome. The mutations contributing to this syndrome are also located within the exons that encode this C-terminal region. Like the other members of the type IV collagen gene family, this gene is organized in a head-to-head conformation with another type IV collagen gene so that each gene pair shares a common promoter. [provided by RefSeq, Jun 2010]","                                            COL4A3 (Collagen Type IV Alpha 3 Chain) is a Protein Coding gene.                                            Diseases associated with COL4A3 include Alport Syndrome 3, Autosomal Dominant and Alport Syndrome 2, Autosomal Recessive.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include structural molecule activity and extracellular matrix structural constituent.                                            An important paralog of this gene is COL4A5.","Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
                         CO4A3_HUMAN,Q01955
                         ","Wed Sep 09 08:47:48 2020"
"col4a6","ENSG00000189372","NA","                                            ENSG00000189372  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000189372  is a Pseudogene.                                                                                                                                                                                ","no summary","Wed Sep 09 08:47:49 2020"
"col4a6","MMP2","ENSG00000087245","This gene is a member of the matrix metalloproteinase (MMP) gene family, that are zinc-dependent enzymes capable of cleaving components of the extracellular matrix and molecules involved in signal transduction. The protein encoded by this gene is a gelatinase A, type IV collagenase, that contains three fibronectin type II repeats in its catalytic site that allow binding of denatured type IV and V collagen and elastin. Unlike most MMP family members, activation of this protein can occur on the cell membrane. This enzyme can be activated extracellularly by proteases, or, intracellulary by its S-glutathiolation with no requirement for proteolytical removal of the pro-domain. This protein is thought to be involved in multiple pathways including roles in the nervous system, endometrial menstrual breakdown, regulation of vascularization, and metastasis. Mutations in this gene have been associated with Winchester syndrome and Nodulosis-Arthropathy-Osteolysis (NAO) syndrome. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Oct 2014]","                                            MMP2 (Matrix Metallopeptidase 2) is a Protein Coding gene.                                            Diseases associated with MMP2 include Multicentric Osteolysis, Nodulosis, And Arthropathy and Multicentric Osteolysis-Nodulosis-Arthropathy Spectrum.                                            Among its related pathways are Regulation of Wnt-mediated beta catenin signaling and target gene transcription and Degradation of the extracellular matrix.                                            Gene Ontology (GO) annotations related to this gene include serine-type endopeptidase activity and metallopeptidase activity.                                            An important paralog of this gene is MMP9.","Ubiquitinous metalloproteinase that is involved in diverse functions such as remodeling of the vasculature, angiogenesis, tissue repair, tumor invasion, inflammation, and atherosclerotic plaque rupture. As well as degrading extracellular matrix proteins, can also act on several nonmatrix proteins such as big endothelial 1 and beta-type CGRP promoting vasoconstriction. Also cleaves KISS at a Gly-|-Leu bond. Appears to have a role in myocardial cell death pathways. Contributes to myocardial oxidative stress by regulating the activity of GSK3beta. Cleaves GSK3beta in vitro. Involved in the formation of the fibrovascular tissues in association with MMP14.
                         MMP2_HUMAN,P08253
                         ","Wed Sep 09 08:47:50 2020"
